"R0000100","R0173600","R0214700","R0214800","T3200700","T3212900","T3976200","T4045802"
5965,13,2,2,2,12,0,12600
5966,10,2,1,9,11,1,-7900
5967,13,2,2,12,12,0,510609
5968,10,2,1,1,11,0,-40000
5969,13,2,2,12,14,1,150850
5970,13,2,2,-5,-5,-5,-5
5971,10,2,1,2,17,0,-3
5972,10,2,1,-5,-5,-5,-5
5973,13,2,2,2,12,1,-1000
5974,10,2,1,-5,-5,-5,-5
5975,10,2,1,-5,-5,-5,-5
5976,13,2,2,9,14,0,0
5977,13,2,2,-5,-5,-5,-5
5978,13,2,2,-5,-5,-5,-5
5979,10,2,1,2,10,1,39500
5980,13,2,2,2,14,0,0
5981,10,2,1,11,13,0,18500
5982,10,2,1,10,18,0,178300
5983,13,2,2,5,18,1,128200
5984,10,2,1,-5,-5,-5,-5
5985,13,2,2,7,15,0,-264071
5986,13,2,2,7,12,0,14300
5987,10,2,1,2,12,1,14000
5988,10,2,1,2,16,1,458000
5989,10,2,1,11,14,0,-7391
5990,10,2,1,2,11,0,0
5991,13,2,2,12,14,1,-53500
5992,10,2,1,-5,-5,-5,-5
5993,10,2,1,2,11,1,0
5994,10,2,1,-5,-5,-5,-5
5995,10,2,1,-5,-5,-5,-5
5996,10,2,1,11,10,0,2000
5997,10,2,1,-5,-5,-5,-5
5998,13,2,2,11,14,0,2413
5999,13,2,2,2,11,0,29000
6000,10,2,1,10,10,1,0
6001,10,2,1,9,14,1,152100
6002,13,2,2,2,12,1,-3
6003,13,2,2,2,14,0,175000
6004,13,2,2,2,12,0,26800
6005,13,2,2,2,12,0,49650
6006,10,2,1,2,11,1,79713
6007,13,2,2,-5,-5,-5,-5
6008,10,2,1,2,16,1,-55000
6009,10,2,1,9,12,0,0
6010,10,2,1,11,9,1,0
6011,13,2,2,11,9,0,-4500
6012,10,2,1,12,14,0,160782
6013,10,2,1,11,16,1,0
6014,10,2,1,11,12,1,9000
6015,13,2,2,2,16,0,348500
6016,11,1,1,11,12,-4,0
6017,13,2,2,11,18,1,741000
6018,12,3,2,-5,-5,-5,-5
6019,14,1,2,7,14,0,87600
6020,10,2,1,2,12,1,3000
6021,10,2,1,2,9,0,-3
6022,13,2,2,2,12,1,176200
6023,13,2,2,2,14,1,-6650
6024,13,2,2,10,12,0,0
6025,10,2,1,10,12,0,-3
6026,10,2,1,9,12,0,-3
6027,13,2,2,3,13,1,47000
6028,13,2,2,7,15,0,-10000
6029,10,2,1,2,12,0,0
6030,13,2,2,2,12,1,-3000
6031,13,2,2,7,16,0,103474
6032,10,2,1,2,16,1,82200
6033,13,2,2,9,11,1,0
6034,10,2,1,2,10,0,8500
6035,10,2,1,-5,-5,-5,-5
6036,13,2,2,12,17,0,-3
6037,13,2,2,-5,-5,-5,-5
6038,10,2,1,-5,-5,-5,-5
6039,13,2,2,5,12,0,22500
6040,13,2,2,2,12,1,-600
6041,10,2,1,-5,-5,-5,-5
6042,13,2,2,2,20,1,-190375
6043,13,2,2,2,18,0,-3
6044,13,2,2,-5,-5,-5,-5
6045,10,2,1,2,9,0,0
6046,13,2,2,2,9,1,16110
6047,13,2,2,2,13,0,1300
6048,13,2,2,2,18,1,-191375
6049,13,2,2,2,15,0,-3
6050,10,2,1,-5,-5,-5,-5
6051,10,2,1,-5,-5,-5,-5
6052,10,2,1,-5,-5,-5,-5
6053,13,2,2,2,14,0,90200
6054,10,2,1,2,17,1,-3
6055,13,2,2,-5,-5,-5,-5
6056,10,2,1,5,12,0,64900
6057,10,2,1,-5,-5,-5,-5
6058,13,2,2,-5,-5,-5,-5
6059,10,2,1,5,12,1,-3
6060,10,2,1,2,17,0,115000
6061,13,2,2,2,14,0,0
6062,10,2,1,2,14,1,-4900
6063,13,2,2,2,12,1,95700
6064,13,2,2,-5,-5,-5,-5
6065,10,2,1,-5,-5,-5,-5
6066,13,2,2,5,12,0,-3
6067,10,2,1,2,12,1,178000
6068,13,2,2,11,18,1,26350
6069,13,2,2,2,10,0,-65000
6070,10,2,1,2,15,1,-20300
6071,13,2,2,-5,-5,-5,-5
6072,13,2,2,2,12,0,25000
6073,13,2,2,-5,-5,-5,-5
6074,13,2,2,2,14,1,-289833
6075,10,2,1,2,13,1,204800
6076,13,2,2,3,12,0,0
6077,10,2,1,2,12,0,4000
6078,13,2,2,2,14,0,41500
6079,10,2,1,-5,-5,-5,-5
6080,13,2,2,-5,-5,-5,-5
6081,10,2,1,5,12,1,100000
6082,13,2,2,9,16,0,25200
6083,13,2,2,2,12,0,0
6084,13,2,2,9,11,0,0
6085,10,2,1,2,12,1,2000
6086,10,2,1,2,12,0,4000
6087,10,2,1,11,12,1,10000
6088,13,2,2,-5,-5,-5,-5
6089,10,2,1,2,11,1,0
6090,10,2,1,9,10,-4,-3
6091,13,2,2,11,13,0,-3
6092,10,2,1,-5,-5,-5,-5
6093,10,2,1,-5,-5,-5,-5
6094,10,2,1,2,14,0,200
6095,10,2,1,2,15,1,123800
6096,10,2,1,-5,-5,-5,-5
6097,10,2,1,-5,-5,-5,-5
6098,10,2,1,-5,-5,-5,-5
6099,10,2,1,2,14,1,260370
6100,10,2,1,2,16,0,15000
6101,13,2,2,2,12,1,0
6102,13,2,2,12,13,0,-3
6103,10,2,1,-5,-5,-5,-5
6104,10,2,1,2,12,1,1200
6105,10,2,1,11,12,0,0
6106,10,2,1,-5,-5,-5,-5
6107,13,2,2,2,12,0,200000
6108,13,2,2,-5,-5,-5,-5
6109,10,2,1,11,16,0,687000
6110,10,2,1,-5,-5,-5,-5
6111,10,2,1,2,12,0,0
6112,10,2,1,2,12,0,0
6113,10,2,1,-5,-5,-5,-5
6114,13,2,2,11,16,0,13500
6115,13,2,2,12,15,0,3000
6116,13,2,2,-5,-5,-5,-5
6117,13,2,2,2,12,0,0
6118,13,2,2,2,12,1,159190
6119,13,2,2,9,12,0,0
6120,13,2,2,9,12,0,-1000
6121,10,2,1,12,9,0,0
6122,10,2,1,-5,-5,-5,-5
6123,10,2,1,-5,-5,-5,-5
6124,10,2,1,10,12,0,705500
6125,10,2,1,-1,18,1,806000
6126,13,2,2,2,12,0,0
6127,10,2,1,11,14,-4,0
6128,10,2,1,2,12,0,122500
6129,13,2,2,-5,-5,-5,-5
6130,13,2,2,11,14,0,-25000
6131,10,2,1,-5,-5,-5,-5
6132,13,2,2,2,16,1,-3
6133,10,2,1,-5,-5,-5,-5
6134,13,2,2,12,12,0,-3
6135,10,2,1,9,11,1,20900
6136,10,2,1,11,11,0,0
6137,10,2,1,9,11,0,0
6138,10,2,1,10,10,0,194000
6139,13,2,2,-5,-5,-5,-5
6140,10,2,1,11,12,0,0
6141,10,2,1,-5,-5,-5,-5
6142,10,2,1,2,12,1,-3
6143,10,2,1,7,10,1,-2500
6144,10,2,1,9,11,0,0
6145,10,2,1,9,9,0,0
6146,13,2,2,-5,-5,-5,-5
6147,10,2,1,-5,-5,-5,-5
6148,10,2,1,11,12,0,25500
6149,10,2,1,-5,-5,-5,-5
6150,13,2,2,2,12,1,4500
6151,13,2,2,-5,-5,-5,-5
6152,13,2,2,2,12,1,9251
6153,10,2,1,2,12,-4,-2000
6154,13,2,2,2,11,0,4500
6155,10,2,1,2,10,0,0
6156,10,2,1,9,11,1,1500
6157,10,2,1,-5,-5,-5,-5
6158,13,2,2,7,12,1,898729
6159,13,2,2,7,14,0,-3
6160,13,2,2,2,12,0,0
6161,13,2,2,2,12,0,0
6162,10,2,1,-5,-5,-5,-5
6163,13,2,2,11,16,1,233000
6164,13,2,2,7,13,1,-3
6165,10,2,1,11,14,1,550
6166,10,2,1,11,12,1,18000
6167,10,2,1,-5,-5,-5,-5
6168,13,2,2,11,13,1,2611
6169,13,2,2,-5,-5,-5,-5
6170,10,2,1,7,12,1,48000
6171,13,2,2,7,16,1,-3
6172,13,2,2,-5,-5,-5,-5
6173,10,2,1,12,12,0,17500
6174,13,2,2,2,13,1,36800
6175,13,2,2,-5,-5,-5,-5
6176,10,2,1,-5,-5,-5,-5
6177,13,2,2,-5,-5,-5,-5
6178,13,2,2,-5,-5,-5,-5
6179,13,2,2,2,12,0,-850
6180,10,2,1,2,15,0,700662
6181,13,2,2,9,11,0,-1400
6182,10,2,1,-5,-5,-5,-5
6183,13,2,2,-5,-5,-5,-5
6184,10,2,1,-5,-5,-5,-5
6185,13,2,2,2,15,0,2000
6186,10,2,1,2,14,0,0
6187,10,2,1,2,13,1,10500
6188,13,2,2,-5,-5,-5,-5
6189,12,3,2,-5,-5,-5,-5
6190,12,3,2,-5,-5,-5,-5
6191,9,3,1,-5,-5,-5,-5
6192,12,3,2,-5,-5,-5,-5
6193,10,2,1,2,12,0,74300
6194,13,2,2,2,16,1,343320
6195,13,2,2,2,14,1,11250
6196,10,2,1,2,19,1,801829
6197,13,2,2,5,12,0,100
6198,10,2,1,2,14,0,51000
6199,10,2,1,2,12,1,197300
6200,10,2,1,2,12,0,30020
6201,10,2,1,2,14,0,12000
6202,13,2,2,9,12,0,-2000
6203,13,2,2,-5,-5,-5,-5
6204,13,2,2,12,12,0,-3
6205,13,2,2,5,12,0,63000
6206,13,2,2,2,14,1,103600
6207,10,2,1,12,18,0,159500
6208,13,2,2,-5,-5,-5,-5
6209,13,2,2,2,12,1,0
6210,13,2,2,12,15,0,53800
6211,10,2,1,-5,-5,-5,-5
6212,13,2,2,-5,-5,-5,-5
6213,10,2,1,-5,-5,-5,-5
6214,13,2,2,2,12,0,-3
6215,13,2,2,2,14,0,95000
6216,10,2,1,2,16,0,225200
6217,13,2,2,2,12,1,11575
6218,10,2,1,11,15,1,-3
6219,13,2,2,12,18,0,105200
6220,13,2,2,11,12,0,22750
6221,13,2,2,2,11,0,0
6222,10,2,1,2,12,0,0
6223,13,2,2,2,12,0,-3
6224,10,2,1,2,12,1,100700
6225,13,2,2,2,12,0,99000
6226,10,2,1,2,14,0,-4000
6227,13,2,2,12,16,0,-36100
6228,10,2,1,2,9,1,10000
6229,10,2,1,-5,-5,-5,-5
6230,10,2,1,2,8,1,-16500
6231,13,2,2,2,12,1,-3
6232,13,2,2,2,12,1,0
6233,13,2,2,12,17,0,243000
6234,13,2,2,2,10,0,250
6235,13,2,2,2,12,0,-10000
6236,10,2,1,2,15,1,-3
6237,13,2,2,2,16,0,76361
6238,13,2,2,5,16,1,-8400
6239,13,2,2,2,12,1,-3
6240,13,2,2,2,14,1,25500
6241,10,2,1,2,16,1,204000
6242,10,2,1,2,19,1,5000
6243,13,2,2,-5,-5,-5,-5
6244,13,2,2,7,12,1,55000
6245,13,2,2,-5,-5,-5,-5
6246,14,1,2,7,13,1,59100
6247,10,2,1,2,16,1,-33500
6248,10,2,1,7,16,1,0
6249,10,2,1,2,12,1,10000
6250,10,2,1,-5,-5,-5,-5
6251,10,2,1,-5,-5,-5,-5
6252,10,2,1,10,12,1,121000
6253,10,2,1,10,14,1,3000
6254,10,2,1,2,12,1,-700
6255,13,2,2,10,20,0,-4000
6256,13,2,2,2,12,1,-10000
6257,13,2,2,2,9,0,-3
6258,13,2,2,2,11,1,-6500
6259,13,2,2,2,9,0,-2500
6260,10,2,1,-5,-5,-5,-5
6261,10,2,1,9,20,1,1188733
6262,13,2,2,-5,-5,-5,-5
6263,13,2,2,-5,-5,-5,-5
6264,13,2,2,-5,-5,-5,-5
6265,13,2,2,-5,-5,-5,-5
6266,10,2,1,-5,-5,-5,-5
6267,13,2,2,2,18,0,-25000
6268,13,2,2,7,8,1,6000
6269,9,3,1,-5,-5,-5,-5
6270,13,2,2,2,13,0,133000
6271,10,2,1,-5,-5,-5,-5
6272,10,2,1,11,14,0,-3
6273,13,2,2,2,12,0,0
6274,13,2,2,9,12,0,17750
6275,13,2,2,2,12,0,-2013
6276,13,2,2,2,16,0,21000
6277,13,2,2,2,18,1,224400
6278,13,2,2,2,16,1,72072
6279,10,2,1,2,11,1,-4500
6280,13,2,2,2,11,1,0
6281,9,3,1,-5,-5,-5,-5
6282,13,2,2,11,16,0,-121675
6283,13,2,2,2,12,1,4000
6284,13,2,2,-5,-5,-5,-5
6285,3,2,1,-5,-5,-5,-5
6286,13,2,2,-5,-5,-5,-5
6287,10,2,1,11,12,1,439200
6288,10,2,1,-5,-5,-5,-5
6289,13,2,2,11,20,0,206500
6290,13,2,2,2,12,1,0
6291,13,2,2,2,14,0,877000
6292,10,2,1,10,10,1,140
6293,13,2,2,9,14,0,-2000
6294,13,2,2,9,13,0,0
6295,13,2,2,2,16,0,64000
6296,13,2,2,2,12,0,-3
6297,13,2,2,2,10,0,0
6298,10,2,1,11,12,0,2000
6299,13,2,2,2,14,1,92200
6300,10,2,1,2,14,1,0
6301,10,2,1,-5,-5,-5,-5
6302,13,2,2,2,12,0,5000
6303,10,2,1,2,13,0,47200
6304,10,2,1,2,12,1,182000
6305,10,2,1,-5,-5,-5,-5
6306,13,2,2,2,7,0,0
6307,12,3,2,-5,-5,-5,-5
6308,13,2,2,2,12,0,8750
6309,10,2,1,2,12,1,10
6310,13,2,2,9,14,0,2000
6311,13,2,2,2,14,1,12000
6312,13,2,2,11,12,0,954
6313,13,2,2,2,12,1,-3
6314,10,2,1,-5,-5,-5,-5
6315,13,2,2,2,9,1,0
6316,10,2,1,2,12,1,-33995
6317,10,2,1,2,12,1,-9000
6318,13,2,2,2,14,0,109300
6319,10,2,1,-5,-5,-5,-5
6320,13,2,2,-5,-5,-5,-5
6321,13,2,2,12,18,0,-3
6322,13,2,2,-5,-5,-5,-5
6323,10,2,1,1,15,0,43375
6324,13,2,2,2,18,1,85500
6325,10,2,1,-5,-5,-5,-5
6326,10,2,1,10,12,1,71100
6327,13,2,2,2,12,0,0
6328,9,3,1,-5,-5,-5,-5
6329,9,3,1,-5,-5,-5,-5
6330,9,3,1,-5,-5,-5,-5
6331,12,3,2,-5,-5,-5,-5
6332,12,3,2,-5,-5,-5,-5
6333,13,2,2,9,12,0,-3
6334,13,2,2,2,16,0,213645
6335,13,2,2,2,14,0,22000
6336,13,2,2,2,12,0,160000
6337,13,2,2,2,15,0,16100
6338,13,2,2,2,12,0,25000
6339,13,2,2,2,12,1,-3
6340,10,2,1,11,14,1,303000
6341,10,2,1,-5,-5,-5,-5
6342,13,2,2,2,12,0,-3
6343,13,2,2,11,12,0,35000
6344,13,2,2,5,12,1,8518
6345,13,2,2,2,12,0,42500
6346,10,2,1,2,12,1,-28700
6347,10,2,1,2,15,1,-3
6348,12,3,2,-5,-5,-5,-5
6349,12,3,2,-5,-5,-5,-5
6350,12,3,2,-5,-5,-5,-5
6351,12,3,2,-5,-5,-5,-5
6352,10,2,1,2,12,0,34500
6353,13,2,2,5,14,0,73500
6354,9,3,1,-5,-5,-5,-5
6355,9,3,1,-5,-5,-5,-5
6356,13,2,2,2,11,1,7500
6357,13,2,2,2,15,0,58900
6358,13,2,2,2,12,0,27500
6359,10,2,1,2,8,0,0
6360,10,2,1,-5,-5,-5,-5
6361,10,2,1,2,12,1,6000
6362,13,2,2,2,12,0,15000
6363,13,2,2,2,14,0,-3
6364,13,2,2,5,12,0,3000
6365,13,2,2,2,12,0,0
6366,13,2,2,-5,-5,-5,-5
6367,13,2,2,-5,-5,-5,-5
6368,13,2,2,2,9,1,-7000
6369,13,2,2,-5,-5,-5,-5
6370,13,2,2,-5,-5,-5,-5
6371,13,2,2,2,10,1,0
6372,13,2,2,5,14,1,-3
6373,13,2,2,5,12,0,58205
6374,13,2,2,5,12,1,-4200
6375,13,2,2,2,12,0,91500
6376,13,2,2,2,12,0,-1900
6377,13,2,2,2,14,0,629400
6378,10,2,1,-5,-5,-5,-5
6379,13,2,2,2,15,0,-3
6380,13,2,2,-5,-5,-5,-5
6381,13,2,2,2,9,0,0
6382,13,2,2,2,11,1,15000
6383,13,2,2,2,10,0,72500
6384,13,2,2,-5,-5,-5,-5
6385,13,2,2,2,12,0,43300
6386,10,2,1,2,12,0,-3
6387,13,2,2,2,12,0,38000
6388,10,2,1,2,12,0,1500
6389,13,2,2,2,11,0,2500
6390,10,2,1,2,12,1,-3
6391,10,2,1,-5,-5,-5,-5
6392,10,2,1,-5,-5,-5,-5
6393,13,2,2,10,11,0,22000
6394,13,2,2,9,10,0,0
6395,10,2,1,2,8,1,75000
6396,13,2,2,2,12,0,217700
6397,13,2,2,2,12,0,-3
6398,10,2,1,10,9,0,0
6399,13,2,2,2,10,1,-4978
6400,13,2,2,9,9,1,38000
6401,10,2,1,2,12,1,-3
6402,10,2,1,-5,-5,-5,-5
6403,10,2,1,-5,-5,-5,-5
6404,13,2,2,2,13,1,-8900
6405,13,2,2,2,12,1,20000
6406,10,2,1,2,13,1,45600
6407,13,2,2,2,12,1,117500
6408,13,2,2,9,12,0,0
6409,13,2,2,-5,-5,-5,-5
6410,13,2,2,2,10,0,0
6411,10,2,1,2,16,1,3380
6412,13,2,2,2,14,0,-8300
6413,13,2,2,2,12,0,42000
6414,13,2,2,2,12,0,-11900
6415,10,2,1,2,10,1,0
6416,13,2,2,2,12,0,15980
6417,13,2,2,2,12,1,-3
6418,13,2,2,2,12,0,-6000
6419,10,2,1,2,12,0,0
6420,10,2,1,5,10,1,0
6421,10,2,1,2,13,0,4300
6422,13,2,2,2,12,0,-3
6423,10,2,1,-5,-5,-5,-5
6424,12,3,2,-5,-5,-5,-5
6425,9,3,1,-5,-5,-5,-5
6426,13,2,2,2,12,1,6400
6427,13,2,2,2,12,0,26200
6428,13,2,2,2,12,1,20000
6429,13,2,2,2,12,0,112000
6430,10,2,1,10,10,0,0
6431,10,2,1,-2,10,0,4843
6432,10,2,1,12,11,0,0
6433,10,2,1,-5,-5,-5,-5
6434,13,2,2,2,12,1,25000
6435,10,2,1,10,12,0,-3
6436,9,3,1,-5,-5,-5,-5
6437,12,3,2,-5,-5,-5,-5
6438,12,3,2,-5,-5,-5,-5
6439,9,3,1,-5,-5,-5,-5
6440,10,2,1,9,12,0,45000
6441,10,2,1,-5,-5,-5,-5
6442,13,2,2,11,16,0,-3
6443,10,2,1,-5,-5,-5,-5
6444,13,2,2,2,12,0,-3
6445,13,2,2,2,8,0,0
6446,9,3,1,-5,-5,-5,-5
6447,9,3,1,-5,-5,-5,-5
6448,13,2,2,2,12,1,-20407
6449,13,2,2,2,8,0,-5000
6450,13,2,2,2,14,0,-3723
6451,10,2,1,2,10,0,13500
6452,10,2,1,10,11,1,500
6453,10,2,1,-5,-5,-5,-5
6454,10,2,1,2,12,1,231500
6455,13,2,2,9,16,0,-3
6456,10,2,1,2,14,1,211000
6457,13,2,2,9,12,0,-3
6458,10,2,1,10,12,1,0
6459,13,2,2,11,16,0,0
6460,10,2,1,-5,-5,-5,-5
6461,13,2,2,2,12,1,0
6462,10,2,1,2,12,0,612200
6463,9,3,1,-5,-5,-5,-5
6464,12,3,2,-5,-5,-5,-5
6465,10,2,1,2,14,1,95000
6466,10,2,1,10,12,0,1017000
6467,10,2,1,9,11,0,-5000
6468,10,2,1,-5,-5,-5,-5
6469,10,2,1,11,16,1,-3
6470,13,2,2,9,15,1,-3
6471,10,2,1,2,12,1,0
6472,13,2,2,2,14,1,0
6473,10,2,1,11,16,1,110000
6474,13,2,2,2,11,1,15700
6475,13,2,2,-5,-5,-5,-5
6476,10,2,1,10,9,0,-3
6477,10,2,1,10,12,0,9000
6478,10,2,1,9,9,0,46000
6479,10,2,1,1,9,0,12500
6480,10,2,1,11,9,0,-3
6481,13,2,2,5,18,0,-3
6482,13,2,2,-5,-5,-5,-5
6483,13,2,2,-5,-5,-5,-5
6484,10,2,1,10,12,0,0
6485,13,2,2,9,16,1,-3
6486,13,2,2,-5,-5,-5,-5
6487,12,3,2,-5,-5,-5,-5
6488,10,2,1,2,12,0,-3
6489,13,2,2,2,16,0,107827
6490,10,2,1,11,10,0,0
6491,10,2,1,2,15,0,49500
6492,10,2,1,-5,-5,-5,-5
6493,10,2,1,-5,-5,-5,-5
6494,10,2,1,-5,-5,-5,-5
6495,10,2,1,2,12,1,192000
6496,10,2,1,-5,-5,-5,-5
6497,10,2,1,2,16,1,-20500
6498,10,2,1,2,12,0,1500
6499,10,2,1,2,12,1,232000
6500,10,2,1,2,11,1,36500
6501,10,2,1,9,14,0,66550
6502,12,3,2,-5,-5,-5,-5
6503,13,2,2,-5,-5,-5,-5
6504,10,2,1,-5,-5,-5,-5
6505,13,2,2,2,12,0,13633
6506,10,2,1,-5,-5,-5,-5
6507,10,2,1,10,12,1,1500
6508,10,2,1,11,7,0,3600
6509,9,3,1,-5,-5,-5,-5
6510,13,2,2,2,12,1,2000
6511,10,2,1,2,12,1,59973
6512,12,3,2,-5,-5,-5,-5
6513,13,2,2,12,16,1,-3
6514,10,2,1,-5,-5,-5,-5
6515,13,2,2,11,18,1,5000
6516,13,2,2,9,12,0,42000
6517,10,2,1,11,15,0,-3
6518,10,2,1,11,18,1,40000
6519,12,3,2,-5,-5,-5,-5
6520,12,3,2,-5,-5,-5,-5
6521,12,3,2,-5,-5,-5,-5
6522,12,3,2,-5,-5,-5,-5
6523,12,3,2,-5,-5,-5,-5
6524,12,3,2,-5,-5,-5,-5
6525,12,3,2,-5,-5,-5,-5
6526,12,3,2,-5,-5,-5,-5
6527,9,3,1,-5,-5,-5,-5
6528,9,3,1,-5,-5,-5,-5
6529,12,3,2,-5,-5,-5,-5
6530,9,3,1,-5,-5,-5,-5
6531,9,3,1,-5,-5,-5,-5
6532,12,3,2,-5,-5,-5,-5
6533,12,3,2,-5,-5,-5,-5
6534,12,3,2,-5,-5,-5,-5
6535,9,3,1,-5,-5,-5,-5
6536,12,3,2,-5,-5,-5,-5
6537,9,3,1,-5,-5,-5,-5
6538,12,3,2,-5,-5,-5,-5
6539,12,3,2,-5,-5,-5,-5
6540,12,3,2,-5,-5,-5,-5
6541,12,3,2,-5,-5,-5,-5
6542,9,3,1,-5,-5,-5,-5
6543,12,3,2,-5,-5,-5,-5
6544,9,3,1,-5,-5,-5,-5
6545,12,3,2,-5,-5,-5,-5
6546,9,3,1,-5,-5,-5,-5
6547,9,3,1,-5,-5,-5,-5
6548,12,3,2,-5,-5,-5,-5
6549,12,3,2,-5,-5,-5,-5
6550,9,3,1,-5,-5,-5,-5
6551,9,3,1,-5,-5,-5,-5
6552,12,3,2,-5,-5,-5,-5
6553,9,3,1,-5,-5,-5,-5
6554,12,3,2,-5,-5,-5,-5
6555,13,2,2,11,14,0,42000
6556,12,3,2,-5,-5,-5,-5
6557,9,3,1,-5,-5,-5,-5
6558,9,3,1,-5,-5,-5,-5
6559,9,3,1,-5,-5,-5,-5
6560,9,3,1,-5,-5,-5,-5
6561,9,3,1,-5,-5,-5,-5
6562,9,3,1,-5,-5,-5,-5
6563,12,3,2,-5,-5,-5,-5
6564,12,3,2,-5,-5,-5,-5
6565,12,3,2,-5,-5,-5,-5
6566,12,3,2,-5,-5,-5,-5
6567,12,3,2,-5,-5,-5,-5
6568,12,3,2,-5,-5,-5,-5
6569,9,3,1,-5,-5,-5,-5
6570,9,3,1,-5,-5,-5,-5
6571,12,3,2,-5,-5,-5,-5
6572,12,3,2,-5,-5,-5,-5
6573,9,3,1,-5,-5,-5,-5
6574,10,2,1,2,12,1,4000
6575,13,2,2,-5,-5,-5,-5
6576,10,2,1,2,12,0,53500
6577,9,3,1,-5,-5,-5,-5
6578,12,3,2,-5,-5,-5,-5
6579,12,3,2,-5,-5,-5,-5
6580,12,3,2,-5,-5,-5,-5
6581,9,3,1,-5,-5,-5,-5
6582,9,3,1,-5,-5,-5,-5
6583,9,3,1,-5,-5,-5,-5
6584,9,3,1,-5,-5,-5,-5
6585,9,3,1,-5,-5,-5,-5
6586,12,3,2,-5,-5,-5,-5
6587,13,2,2,-5,-5,-5,-5
6588,9,3,1,-5,-5,-5,-5
6589,9,3,1,-5,-5,-5,-5
6590,12,3,2,-5,-5,-5,-5
6591,12,3,2,-5,-5,-5,-5
6592,12,3,2,-5,-5,-5,-5
6593,10,2,1,9,13,0,0
6594,10,2,1,2,12,1,-40000
6595,11,1,1,2,13,0,41800
6596,10,2,1,-5,-5,-5,-5
6597,10,2,1,-5,-5,-5,-5
6598,10,2,1,1,12,-4,0
6599,13,2,2,-5,-5,-5,-5
6600,10,2,1,-5,-5,-5,-5
6601,10,2,1,-5,-5,-5,-5
6602,13,2,2,2,11,0,0
6603,10,2,1,2,14,1,-500
6604,13,2,2,9,14,0,11500
6605,13,2,2,2,16,1,-3
6606,13,2,2,2,14,0,-3000
6607,9,3,1,-5,-5,-5,-5
6608,9,3,1,-5,-5,-5,-5
6609,12,3,2,-5,-5,-5,-5
6610,12,3,2,-5,-5,-5,-5
6611,12,3,2,-5,-5,-5,-5
6612,12,3,2,-5,-5,-5,-5
6613,12,3,2,-5,-5,-5,-5
6614,12,3,2,-5,-5,-5,-5
6615,12,3,2,-5,-5,-5,-5
6616,12,3,2,-5,-5,-5,-5
6617,10,2,1,7,13,1,-7000
6618,12,3,2,-5,-5,-5,-5
6619,12,3,2,-5,-5,-5,-5
6620,9,3,1,-5,-5,-5,-5
6621,12,3,2,-5,-5,-5,-5
6622,12,3,2,-5,-5,-5,-5
6623,9,3,1,-5,-5,-5,-5
6624,9,3,1,-5,-5,-5,-5
6625,9,3,1,-5,-5,-5,-5
6626,9,3,1,-5,-5,-5,-5
6627,12,3,2,-5,-5,-5,-5
6628,12,3,2,-5,-5,-5,-5
6629,12,3,2,-5,-5,-5,-5
6630,12,3,2,-5,-5,-5,-5
6631,12,3,2,-5,-5,-5,-5
6632,9,3,1,-5,-5,-5,-5
6633,9,3,1,-5,-5,-5,-5
6634,9,3,1,-5,-5,-5,-5
6635,9,3,1,-5,-5,-5,-5
6636,12,3,2,-5,-5,-5,-5
6637,12,3,2,-5,-5,-5,-5
6638,12,3,2,-5,-5,-5,-5
6639,12,3,2,-5,-5,-5,-5
6640,9,3,1,-5,-5,-5,-5
6641,12,3,2,-5,-5,-5,-5
6642,13,2,2,-5,-5,-5,-5
6643,14,1,2,7,17,1,156000
6644,14,1,2,-5,-5,-5,-5
6645,13,2,2,10,14,1,54320
6646,13,2,2,10,18,1,-48000
6647,13,2,2,5,17,1,-81264
6648,10,2,1,2,12,1,87500
6649,11,1,1,10,15,1,145000
6650,10,2,1,9,14,1,540700
6651,14,1,2,7,10,1,165600
6652,14,1,2,7,14,1,-4750
6653,11,1,1,-5,-5,-5,-5
6654,14,1,2,7,12,0,30000
6655,14,1,2,11,14,0,43000
6656,11,1,1,-5,-5,-5,-5
6657,11,1,1,-5,-5,-5,-5
6658,14,1,2,7,12,0,0
6659,14,1,2,11,14,1,154000
6660,11,1,1,-5,-5,-5,-5
6661,11,1,1,-5,-5,-5,-5
6662,14,1,2,7,12,1,54900
6663,14,1,2,7,16,1,-124375
6664,12,3,2,-5,-5,-5,-5
6665,13,2,2,-5,-5,-5,-5
6666,13,2,2,2,14,0,5500
6667,13,2,2,-5,-5,-5,-5
6668,13,2,2,2,14,0,-3
6669,13,2,2,-5,-5,-5,-5
6670,10,2,1,11,10,1,66000
6671,13,2,2,10,12,0,0
6672,13,2,2,10,12,0,13750
6673,11,1,1,-5,-5,-5,-5
6674,14,1,2,-5,-5,-5,-5
6675,14,1,2,-5,-5,-5,-5
6676,14,1,2,9,16,0,287700
6677,10,2,1,2,12,1,1731
6678,10,2,1,1,11,0,0
6679,11,1,1,7,12,1,86530
6680,11,1,1,7,11,1,121100
6681,11,1,1,7,12,0,32000
6682,11,1,1,7,14,1,0
6683,13,2,2,-5,-5,-5,-5
6684,13,2,2,-5,-5,-5,-5
6685,12,3,2,-5,-5,-5,-5
6686,12,3,2,-5,-5,-5,-5
6687,9,3,1,-5,-5,-5,-5
6688,12,3,2,-5,-5,-5,-5
6689,9,3,1,-5,-5,-5,-5
6690,9,3,1,-5,-5,-5,-5
6691,9,3,1,-5,-5,-5,-5
