date,HR,BuzzLight,PeterPan,SevenDwarfs,SpaceMtn,SplashMtn,UnderSea,WinniePooh,BigThunMtn,HauntedMansion,JungleCruise,Pirates
05/29/2016,9,5,35,50,,5,5,10,5,10,5,5
05/29/2016,10,15,95,80,55,35,15,35,45,30,45,5
05/29/2016,11,65,85,100,70,40,20,40,35,35,50,40
05/29/2016,12,55,105,80,70,60,25,45,60,35,55,35
05/29/2016,13,60,70,105,80,60,25,45,35,40,70,40
05/29/2016,14,35,60,110,95,80,30,40,40,45,75,45
05/29/2016,15,50,75,130,65,60,25,50,35,35,25,30
05/29/2016,16,55,80,140,65,70,35,35,40,40,40,25
05/29/2016,17,35,40,,45,70,60,40,40,60,55,25
05/29/2016,18,45,65,130,65,65,20,15,50,15,45,30
05/29/2016,19,30,60,130,65,50,20,30,45,30,40,35
05/29/2016,20,35,65,90,65,,30,35,50,30,40,25
05/29/2016,21,40,75,,85,,15,25,10,20,,15
05/29/2016,22,30,35,100,60,25,10,30,30,30,35,
05/29/2016,23,10,40,50,30,25,10,25,20,15,10,5
05/29/2016,24,5,10,10,15,5,10,5,20,15,10,5
05/30/2016,8,5,5,30,10,5,5,5,5,10,5,
05/30/2016,9,5,25,45,10,5,15,10,5,10,10,5
05/30/2016,10,15,65,45,65,25,15,30,10,30,35,5
05/30/2016,11,50,70,90,70,45,15,,35,30,35,30
05/30/2016,12,35,50,130,85,45,35,45,40,35,50,30
05/30/2016,13,70,85,130,60,65,20,55,50,50,45,45
05/30/2016,14,,35,90,45,70,30,40,40,35,65,30
05/30/2016,15,40,60,,80,55,30,35,35,30,55,45
05/30/2016,16,45,80,90,90,60,25,,45,35,50,30
05/30/2016,17,20,70,90,45,70,25,40,30,30,35,30
05/30/2016,18,30,45,130,45,40,10,30,30,35,35,15
05/30/2016,19,45,55,100,65,40,15,25,30,15,40,10
05/30/2016,20,35,60,50,45,35,15,30,35,30,30,10
05/30/2016,21,20,40,70,45,30,10,30,25,10,15,10
05/30/2016,22,15,45,,40,,10,15,,15,,5
05/30/2016,23,5,35,,30,,10,10,,15,,5
05/30/2016,24,5,45,80,40,25,5,15,15,10,20,5
05/31/2016,8,5,5,5,10,5,5,5,5,10,5,5
05/31/2016,9,5,5,60,10,5,10,5,10,10,5,5
05/31/2016,10,35,60,60,50,20,10,25,20,25,45,10
05/31/2016,11,45,80,90,95,45,20,50,40,35,65,45
05/31/2016,12,45,70,150,90,50,45,40,55,50,35,30
05/31/2016,13,70,60,170,120,80,30,60,55,55,55,60
05/31/2016,14,85,90,120,120,105,45,40,50,55,55,45
05/31/2016,15,45,60,130,90,80,65,40,40,25,30,20
05/31/2016,16,60,80,120,95,75,25,45,40,45,55,40
05/31/2016,17,50,80,90,60,85,60,25,55,60,65,60
05/31/2016,18,40,80,,90,,15,25,,30,,25
05/31/2016,19,55,65,90,105,,30,30,30,50,,45
05/31/2016,20,30,95,,95,,50,50,,,,35
05/31/2016,21,35,75,90,,5,10,20,15,30,5,10
05/31/2016,22,,70,90,30,25,10,15,15,10,5,5
05/31/2016,23,10,45,60,35,25,10,15,25,10,25,5
05/31/2016,24,15,40,40,30,5,10,10,20,15,,10
06/01/2016,8,5,5,30,10,5,5,5,5,10,5,
06/01/2016,9,5,10,,5,5,5,5,5,5,5,
06/01/2016,10,40,90,,60,45,10,55,35,30,35,40
06/01/2016,11,50,95,75,55,50,20,30,35,35,75,40
06/01/2016,12,55,85,120,145,60,40,50,55,40,80,45
06/01/2016,13,60,70,130,135,80,35,45,50,45,50,45
06/01/2016,14,40,70,130,,80,30,40,45,35,60,40
06/01/2016,15,50,65,100,75,60,35,35,20,45,35,25
06/01/2016,16,45,70,60,120,90,20,40,45,40,65,35
06/01/2016,17,40,65,90,70,60,30,40,45,40,40,30
06/01/2016,18,40,80,120,50,50,35,30,25,40,60,20
06/01/2016,19,55,95,90,85,60,30,25,40,35,85,35
06/01/2016,20,45,65,,85,,25,40,,40,,45
06/01/2016,21,45,45,100,60,35,10,25,30,25,15,15
06/01/2016,22,15,55,40,55,30,10,15,20,20,15,10
06/01/2016,23,30,35,70,35,50,10,20,30,20,,20
06/02/2016,8,5,5,30,10,5,5,5,5,10,5,
06/02/2016,9,10,30,30,60,5,5,10,10,10,15,5
06/02/2016,10,20,60,90,35,25,10,35,20,20,20,30
06/02/2016,11,45,90,80,65,30,30,50,50,40,35,45
06/02/2016,12,40,85,60,80,75,20,45,45,30,60,45
06/02/2016,13,45,60,90,70,80,30,40,35,60,70,35
06/02/2016,14,50,75,130,80,60,30,35,40,45,35,55
06/02/2016,15,50,60,110,115,70,45,35,35,30,45,35
06/02/2016,16,30,75,60,80,90,20,45,40,30,70,45
06/02/2016,17,40,70,95,35,45,25,35,30,35,65,20
06/02/2016,18,35,65,100,125,65,20,35,30,25,85,35
06/02/2016,19,40,75,70,85,40,15,25,20,30,45,30
06/02/2016,20,40,75,100,75,55,,40,35,30,75,25
06/02/2016,21,30,60,90,65,30,,15,25,30,75,30
06/02/2016,22,30,40,40,40,45,,15,20,15,25,15
06/02/2016,23,,,,,,,,,,5,
06/03/2016,7,5,5,30,10,,5,5,,,,
06/03/2016,8,5,25,30,10,5,5,5,5,10,5,5
06/03/2016,9,20,45,60,30,5,10,30,5,10,5,5
06/03/2016,10,35,65,75,60,55,10,50,30,40,70,25
06/03/2016,11,50,70,80,85,70,15,45,35,35,65,60
06/03/2016,12,45,55,90,95,75,40,40,50,50,75,50
06/03/2016,13,60,65,90,,70,20,45,55,50,55,40
06/03/2016,14,45,75,90,,80,30,40,75,40,50,55
06/03/2016,15,45,45,80,115,85,20,25,30,35,50,25
06/03/2016,16,45,70,90,90,55,15,35,35,35,50,35
06/03/2016,17,40,70,90,70,60,15,35,30,35,45,25
06/03/2016,18,40,50,90,75,55,15,35,20,35,70,15
06/03/2016,19,30,55,60,70,50,15,25,30,30,45,20
06/03/2016,20,30,60,90,55,50,15,35,35,20,45,25
06/03/2016,21,20,40,100,50,40,10,25,,15,10,10
06/03/2016,22,10,25,30,35,20,10,10,,20,15,10
06/03/2016,23,5,20,60,25,10,10,5,10,5,10,5
06/03/2016,24,10,15,80,15,20,10,10,15,10,10,10
06/04/2016,8,5,10,30,,5,5,5,5,10,5,
06/04/2016,9,5,,30,,5,5,5,5,10,5,
06/04/2016,10,30,50,45,,50,15,30,20,30,60,
06/04/2016,11,40,85,100,,60,30,40,50,30,40,35
06/04/2016,12,45,70,80,,,30,,65,55,60,70
06/04/2016,13,40,55,90,175,80,30,35,45,55,35,30
06/04/2016,14,35,85,110,135,65,30,40,45,35,65,25
06/04/2016,15,45,65,110,120,70,25,45,25,25,15,40
06/04/2016,16,45,80,70,130,95,35,50,35,40,50,30
06/04/2016,17,40,60,100,115,55,35,35,40,35,40,30
06/04/2016,18,20,60,130,70,65,20,25,35,30,40,65
06/04/2016,19,35,55,60,70,40,40,25,20,50,45,45
06/04/2016,20,30,55,70,75,60,20,30,45,25,50,30
06/04/2016,21,20,50,100,60,35,15,25,25,25,10,10
06/04/2016,22,30,40,40,45,50,15,,30,10,15,5
06/04/2016,23,35,65,60,35,30,10,20,30,20,15,15
06/05/2016,7,5,5,30,10,5,5,5,,10,5,
06/05/2016,8,5,10,30,10,5,5,5,5,10,5,5
06/05/2016,9,10,30,30,10,5,10,15,10,10,10,5
06/05/2016,10,30,70,80,45,45,10,40,30,20,35,10
06/05/2016,11,40,90,90,70,55,20,40,40,35,65,30
06/05/2016,12,60,80,80,75,35,25,35,40,55,40,40
06/05/2016,13,60,60,70,70,75,25,40,40,40,75,45
06/05/2016,14,45,80,90,60,60,30,25,35,35,75,40
06/05/2016,15,40,70,110,,45,40,40,35,40,40,30
06/05/2016,16,60,80,,65,,45,55,,45,,50
06/05/2016,17,30,65,110,90,55,30,45,40,35,30,15
06/05/2016,18,35,70,70,90,45,20,35,35,45,35,25
06/05/2016,19,40,60,70,80,20,20,,20,30,40,15
06/05/2016,20,35,45,100,70,35,10,25,30,30,40,10
06/05/2016,21,30,55,100,80,15,10,25,20,15,15,5
06/05/2016,22,5,30,30,35,15,10,10,10,15,5,5
06/06/2016,7,5,20,5,10,5,5,5,5,10,5,
06/06/2016,8,5,10,,10,5,10,5,5,10,5,5
06/06/2016,9,10,50,,20,10,10,30,15,10,10,5
06/06/2016,10,20,70,120,50,30,15,35,25,15,35,10
06/06/2016,11,,50,100,55,55,20,20,45,30,50,25
06/06/2016,12,60,65,,80,70,20,40,50,40,35,40
06/06/2016,13,45,70,,75,60,20,30,40,35,45,30
06/06/2016,14,50,60,110,50,50,20,30,35,45,60,45
06/06/2016,15,40,60,80,70,35,15,30,30,30,35,15
06/06/2016,16,40,45,100,50,20,10,25,10,30,40,20
06/06/2016,17,50,65,100,40,30,10,30,10,30,35,10
06/06/2016,18,35,80,60,40,30,10,20,15,20,35,10
06/06/2016,19,20,60,60,50,25,10,30,30,13,35,5
06/06/2016,20,20,50,80,40,20,10,15,20,10,40,5
06/06/2016,21,15,45,40,30,10,10,20,10,15,5,5
06/06/2016,22,5,30,40,15,5,10,10,10,10,5,5
06/06/2016,23,5,10,20,10,5,10,5,5,10,5,5
06/07/2016,8,5,5,30,10,5,5,,5,10,5,
06/07/2016,9,5,5,30,10,5,10,5,5,10,5,5
06/07/2016,10,20,60,,30,15,10,30,10,25,25,5
06/07/2016,11,35,65,100,75,35,20,30,55,40,40,40
06/07/2016,12,40,70,130,90,35,30,50,35,30,80,45
06/07/2016,13,50,80,110,65,45,35,50,45,60,45,40
06/07/2016,14,30,90,110,105,65,25,35,35,40,90,40
06/07/2016,15,65,60,100,95,50,35,,40,40,60,35
06/07/2016,16,65,65,110,70,75,20,30,40,35,50,40
06/07/2016,17,50,75,150,60,65,45,,20,50,,50
06/07/2016,18,,65,140,80,70,15,35,35,35,35,20
06/07/2016,19,40,65,40,90,60,10,,35,25,45,20
06/07/2016,20,25,45,90,85,35,20,25,25,30,30,15
06/07/2016,21,20,45,90,70,30,10,15,25,10,45,5
06/07/2016,22,5,20,40,20,30,10,5,15,15,10,5
06/07/2016,24,10,30,40,15,5,15,20,30,30,,10
06/08/2016,7,5,5,30,10,5,5,5,5,10,5,
06/08/2016,8,5,5,30,10,5,10,5,5,10,5,5
06/08/2016,9,5,65,90,40,5,10,20,10,5,10,5
06/08/2016,10,35,85,90,80,35,20,35,45,30,35,25
06/08/2016,11,65,90,80,125,70,35,65,40,50,60,40
06/08/2016,12,50,120,110,130,75,40,40,70,45,90,45
06/08/2016,13,70,60,110,120,140,40,40,50,45,80,65
06/08/2016,14,65,95,180,105,75,50,35,40,65,75,60
06/08/2016,15,40,75,120,95,85,40,,40,65,75,85
06/08/2016,16,45,100,,125,105,20,45,55,60,50,70
06/08/2016,17,40,105,,130,95,55,50,80,50,60,60
06/08/2016,18,40,60,120,70,65,20,25,40,50,55,40
06/08/2016,19,45,80,80,85,65,35,40,40,40,65,40
06/08/2016,20,55,65,130,110,70,35,45,40,40,50,45
06/08/2016,21,20,30,150,60,35,15,15,40,25,45,30
06/08/2016,22,40,45,30,65,35,15,10,20,15,25,10
06/08/2016,23,35,40,60,55,40,15,25,25,20,30,20
06/09/2016,7,5,5,30,5,5,5,5,5,10,5,
06/09/2016,8,5,10,30,5,5,5,5,5,10,5,5
06/09/2016,9,5,60,65,30,5,10,30,15,10,30,10
06/09/2016,10,30,55,65,70,35,15,30,50,25,20,15
06/09/2016,11,80,70,90,95,60,25,40,25,40,40,45
06/09/2016,12,50,70,100,60,75,30,50,35,40,35,75
06/09/2016,13,45,60,90,85,75,35,40,60,35,60,
06/09/2016,14,65,75,110,85,80,30,45,80,70,85,35
06/09/2016,15,65,80,120,105,50,40,40,45,40,50,50
06/09/2016,16,60,95,,110,60,20,40,35,55,40,45
06/09/2016,17,40,75,90,65,65,35,35,25,40,60,45
06/09/2016,18,30,70,20,55,75,30,35,35,45,50,40
06/09/2016,19,55,75,140,75,45,20,45,35,40,35,40
06/09/2016,20,55,60,150,70,50,25,,40,30,55,35
06/09/2016,21,45,50,110,85,50,10,15,30,10,25,5
06/09/2016,22,10,40,40,60,30,10,10,15,10,25,5
06/09/2016,23,10,30,60,25,10,10,10,10,10,10,10
06/10/2016,7,5,5,30,10,,5,5,,,,
06/10/2016,8,10,35,,15,,5,5,,,,
06/10/2016,9,25,40,,50,20,10,20,25,30,30,5
06/10/2016,10,25,55,75,70,35,10,35,50,20,50,25
06/10/2016,11,65,85,60,75,45,10,40,45,50,55,75
06/10/2016,12,65,65,100,50,55,25,40,40,25,80,40
06/10/2016,13,60,70,130,85,60,20,35,40,40,45,60
06/10/2016,14,55,75,110,45,55,25,35,50,40,50,40
06/10/2016,15,55,65,60,70,60,15,35,30,50,60,
06/10/2016,16,60,80,80,75,85,15,,40,25,45,50
06/10/2016,17,30,75,110,55,45,20,35,45,30,35,25
06/10/2016,18,25,70,90,75,60,15,40,35,45,50,30
06/10/2016,19,45,70,,95,,10,25,,30,,30
06/10/2016,20,40,85,80,70,15,20,35,20,15,25,20
06/10/2016,21,15,50,110,40,25,10,20,25,20,25,10
06/10/2016,22,10,40,30,35,25,10,10,15,15,15,10
06/10/2016,23,5,25,50,40,5,15,5,5,5,10,5
06/11/2016,8,5,5,5,10,5,5,5,5,10,5,
06/11/2016,9,5,10,30,20,5,5,10,10,15,10,5
06/11/2016,10,20,50,75,25,15,10,20,15,15,30,25
06/11/2016,11,55,60,60,,40,15,35,35,35,40,20
06/11/2016,12,40,80,90,95,55,20,40,45,35,45,30
06/11/2016,13,45,70,110,145,50,25,45,40,30,40,45
06/11/2016,14,45,70,130,95,65,30,20,40,40,35,35
06/11/2016,15,30,70,110,120,55,25,40,25,20,75,
06/11/2016,16,40,55,70,65,70,25,30,50,30,80,25
06/11/2016,17,45,65,90,65,85,25,30,45,50,60,40
06/11/2016,18,35,60,110,65,45,25,35,30,25,45,30
06/11/2016,19,40,45,100,80,45,15,30,35,30,95,
06/11/2016,20,30,50,,80,40,15,35,35,35,45,10
06/11/2016,21,20,40,100,40,40,10,25,20,15,20,10
06/11/2016,22,5,25,30,35,15,10,10,20,10,10,10
06/11/2016,23,,,,30,,,,,,,
06/12/2016,8,5,5,30,10,5,5,5,5,10,5,
06/12/2016,9,,5,30,10,5,10,10,5,10,10,10
06/12/2016,10,30,65,60,50,25,10,30,,20,45,40
06/12/2016,11,55,70,90,85,60,20,,50,30,55,55
06/12/2016,12,40,,90,70,40,30,30,45,35,60,20
06/12/2016,13,60,55,90,65,60,20,40,40,50,35,40
06/12/2016,14,30,80,110,110,75,25,,25,30,70,35
06/12/2016,15,45,65,130,65,40,20,35,30,35,75,15
06/12/2016,16,50,70,90,70,70,25,,35,35,60,40
06/12/2016,17,30,60,70,50,50,25,35,60,35,55,30
06/12/2016,18,40,90,,60,,20,25,,30,,25
06/12/2016,19,30,60,95,60,50,20,25,40,25,40,15
06/12/2016,20,30,55,95,65,45,30,30,45,20,45,15
06/12/2016,21,15,40,75,45,40,10,10,40,25,30,10
06/12/2016,22,10,35,30,30,30,10,10,25,20,15,10
06/12/2016,24,,,,,,,,,,5,
06/13/2016,8,5,35,30,10,5,5,5,5,10,5,
06/13/2016,9,5,30,30,15,5,10,5,5,10,10,5
06/13/2016,10,25,70,70,55,20,10,30,10,30,35,10
06/13/2016,11,45,95,75,90,60,20,35,35,25,65,30
06/13/2016,12,70,60,,140,75,25,45,55,50,55,65
06/13/2016,13,50,75,120,110,110,35,40,45,70,60,40
06/13/2016,14,50,,120,95,80,30,35,45,85,95,50
06/13/2016,15,45,75,120,75,75,40,35,30,30,35,30
06/13/2016,16,55,70,120,75,80,30,40,35,30,40,65
06/13/2016,17,65,75,100,105,50,40,35,40,40,85,40
06/13/2016,18,40,75,70,80,70,40,35,35,40,60,20
06/13/2016,19,55,70,70,85,60,20,45,40,35,45,30
06/13/2016,20,45,70,105,80,50,20,35,35,30,45,35
06/13/2016,21,50,70,,95,,25,40,,20,,35
06/13/2016,22,25,50,110,85,25,10,20,10,15,,10
06/13/2016,23,5,40,50,40,30,10,15,20,15,15,10
06/14/2016,8,5,5,5,10,5,5,5,5,10,5,5
06/14/2016,9,5,25,45,10,5,10,5,5,15,5,5
06/14/2016,10,15,85,,35,20,15,,10,20,40,15
06/14/2016,11,30,80,120,65,65,15,40,40,50,85,40
06/14/2016,12,55,85,110,85,75,25,50,60,40,75,65
06/14/2016,13,55,85,100,55,70,25,,40,50,95,40
06/14/2016,14,40,105,110,75,60,30,,45,45,80,35
06/14/2016,15,45,80,130,75,70,45,15,35,40,35,35
06/14/2016,16,45,65,110,70,60,45,35,35,40,45,35
06/14/2016,17,40,70,60,65,60,25,35,45,45,40,30
06/14/2016,18,30,55,90,65,60,20,25,35,35,70,25
06/14/2016,19,40,75,100,65,45,25,30,30,40,50,15
06/14/2016,20,35,65,100,75,40,15,,35,40,45,20
06/14/2016,21,20,90,80,80,35,10,10,20,15,15,10
06/14/2016,22,10,30,65,25,30,10,10,10,15,,5
06/14/2016,23,5,30,65,25,10,10,5,10,15,5,5
06/14/2016,24,5,35,50,30,,10,15,15,20,,15
06/15/2016,7,5,5,30,10,5,5,5,5,10,5,5
06/15/2016,8,5,10,30,10,5,5,5,5,10,5,5
06/15/2016,9,5,60,55,20,5,10,20,15,15,25,5
06/15/2016,10,45,70,55,65,50,15,,50,20,30,15
06/15/2016,11,50,80,100,90,60,25,45,40,40,75,60
06/15/2016,12,50,70,110,120,75,20,30,45,40,70,45
06/15/2016,13,45,75,100,75,90,20,30,60,45,60,30
06/15/2016,14,30,75,110,120,95,10,35,40,40,50,30
06/15/2016,15,20,60,130,95,60,40,25,30,30,30,20
06/15/2016,16,30,80,110,115,80,10,35,50,40,60,25
06/15/2016,17,25,70,60,80,60,25,35,40,35,55,30
06/15/2016,18,20,55,90,50,70,15,,40,40,45,
06/15/2016,19,20,75,100,60,80,15,35,35,30,50,25
06/15/2016,20,35,90,80,75,90,30,30,40,20,40,20
06/15/2016,21,35,50,90,70,30,10,20,30,20,10,15
06/15/2016,22,30,45,80,60,35,10,20,30,10,10,10
06/15/2016,23,20,50,60,35,30,10,20,30,15,15,10
06/16/2016,7,5,5,30,10,5,5,5,5,10,5,
06/16/2016,8,5,5,30,5,5,5,5,5,10,5,10
06/16/2016,9,5,50,30,45,10,10,15,5,10,15,5
06/16/2016,10,20,65,65,50,35,10,40,35,30,30,15
06/16/2016,11,50,60,90,85,40,15,25,45,30,45,25
06/16/2016,12,55,75,100,90,55,20,,45,50,60,55
06/16/2016,13,55,55,90,80,65,25,55,40,55,55,40
06/16/2016,14,50,80,70,70,75,25,35,40,55,50,35
06/16/2016,15,50,65,100,80,65,40,30,35,35,65,30
06/16/2016,16,30,65,90,45,55,15,,35,35,35,30
06/16/2016,17,30,65,100,50,55,35,10,30,30,50,30
06/16/2016,18,20,65,90,60,55,10,20,15,25,45,10
06/16/2016,19,35,85,95,110,45,20,30,20,40,,25
06/16/2016,20,40,50,95,75,40,20,25,40,30,45,30
06/16/2016,21,20,45,,70,45,10,,30,15,15,15
06/16/2016,22,5,30,40,30,25,10,10,15,15,15,10
06/17/2016,7,5,5,30,10,,5,5,,,,
06/17/2016,8,5,5,30,10,5,5,5,5,10,5,
06/17/2016,9,5,25,60,10,10,10,20,10,5,5,5
06/17/2016,10,15,45,60,40,40,10,25,30,15,35,55
06/17/2016,11,50,55,90,95,70,10,35,,45,60,20
06/17/2016,12,55,75,,135,,20,50,,45,,45
06/17/2016,13,30,65,150,120,40,25,45,65,40,60,25
06/17/2016,14,40,60,130,105,60,15,30,,40,80,35
06/17/2016,15,35,65,110,105,35,20,25,35,30,60,15
06/17/2016,16,55,60,60,85,70,25,40,45,25,60,25
06/17/2016,17,40,60,105,60,50,10,25,40,35,40,15
06/17/2016,18,40,60,90,55,60,15,35,65,30,75,10
06/17/2016,19,40,60,75,,50,15,30,45,30,35,15
06/17/2016,20,15,50,80,70,40,10,30,40,20,60,10
06/17/2016,21,15,50,90,90,20,10,15,30,10,25,5
06/17/2016,22,10,30,30,35,20,10,10,20,10,5,5
06/18/2016,8,5,5,30,10,5,5,5,5,10,5,5
06/18/2016,9,10,30,45,,15,5,5,10,10,5,5
06/18/2016,10,25,40,50,145,25,10,25,20,15,40,20
06/18/2016,11,30,55,90,165,40,10,30,40,10,35,25
06/18/2016,12,45,50,70,50,35,15,25,35,25,45,10
06/18/2016,13,30,60,70,65,55,10,20,35,35,30,10
06/18/2016,14,20,65,90,105,50,15,40,15,30,75,25
06/18/2016,15,40,65,90,60,60,20,30,20,25,40,20
06/18/2016,16,30,70,,55,,20,,,40,,20
06/18/2016,17,20,60,,55,,30,,,25,,20
06/18/2016,18,50,80,,95,,20,45,,15,,20
06/18/2016,19,40,75,,75,,10,40,,25,,5
06/18/2016,20,20,,90,80,30,10,30,10,10,15,
06/18/2016,21,5,40,70,45,25,10,20,35,10,40,
06/18/2016,22,10,25,60,25,5,10,,10,10,10,10
06/18/2016,23,5,20,40,30,5,10,5,20,10,10,10
06/19/2016,8,5,5,30,10,5,5,5,5,10,5,
06/19/2016,9,5,5,25,10,5,5,5,5,10,5,
06/19/2016,10,20,65,90,45,30,10,40,10,25,45,5
06/19/2016,11,30,40,100,30,35,10,30,30,30,50,20
06/19/2016,12,20,80,90,45,30,15,35,25,35,40,25
06/19/2016,13,55,45,80,70,55,15,25,25,30,35,20
06/19/2016,14,45,65,80,,45,25,20,35,45,50,20
06/19/2016,15,40,55,,30,40,25,30,35,30,25,15
06/19/2016,16,30,50,110,115,40,20,20,30,40,40,25
06/19/2016,17,25,60,50,75,50,20,25,40,30,40,20
06/19/2016,18,20,60,50,40,50,10,,25,30,65,10
06/19/2016,19,20,65,70,60,30,10,30,20,15,30,10
06/19/2016,20,10,40,40,55,35,10,20,25,15,50,10
06/19/2016,21,10,50,60,25,35,10,15,20,30,20,5
06/19/2016,22,5,20,30,10,5,10,5,15,10,5,5
06/19/2016,24,5,25,30,15,5,10,5,5,5,5,5
06/20/2016,7,5,5,30,10,5,5,5,5,10,5,
06/20/2016,8,5,10,30,10,5,5,5,5,10,5,5
06/20/2016,9,5,40,60,10,15,10,15,5,10,35,5
06/20/2016,10,20,60,60,65,20,10,35,50,45,20,15
06/20/2016,11,45,55,70,,50,20,40,30,45,55,25
06/20/2016,12,60,55,90,110,70,20,35,55,35,70,40
06/20/2016,13,45,75,100,120,75,30,40,45,,60,40
06/20/2016,14,60,65,20,110,70,40,50,50,,75,45
06/20/2016,15,60,70,130,90,75,45,30,35,40,65,55
06/20/2016,16,45,75,130,110,90,20,,,55,60,40
06/20/2016,17,35,75,90,80,85,35,20,,80,65,45
06/20/2016,18,40,65,70,120,95,25,40,,70,65,55
06/20/2016,19,65,65,90,,95,25,35,40,60,50,25
06/20/2016,20,80,65,100,95,65,25,35,85,30,50,30
06/20/2016,21,30,50,80,70,50,10,25,45,,15,15
06/20/2016,22,5,60,65,55,25,10,10,15,15,10,5
06/20/2016,23,10,45,65,50,35,10,10,25,20,10,5
06/21/2016,8,5,5,5,10,5,5,5,5,10,5,
06/21/2016,9,5,30,30,10,5,10,5,10,10,5,
06/21/2016,10,25,60,75,65,30,10,30,15,10,25,20
06/21/2016,11,45,90,,90,55,15,45,50,35,55,50
06/21/2016,12,30,55,160,85,55,25,35,40,40,80,35
06/21/2016,13,75,75,140,90,80,20,35,35,50,45,40
06/21/2016,14,45,70,110,95,70,50,45,60,40,65,40
06/21/2016,15,60,85,120,85,80,30,45,35,35,50,40
06/21/2016,16,,70,120,85,85,40,50,50,50,65,45
06/21/2016,17,50,65,100,60,60,25,30,35,35,55,35
06/21/2016,18,55,85,80,65,65,30,25,35,40,40,45
06/21/2016,19,50,90,70,70,80,40,25,35,35,55,25
06/21/2016,20,40,60,140,65,45,20,20,35,35,45,
06/21/2016,21,20,50,90,,50,10,15,30,15,45,
06/21/2016,22,5,40,55,60,10,10,10,20,10,5,5
06/21/2016,23,10,50,60,40,25,10,15,10,10,5,5
06/21/2016,24,25,30,90,45,30,15,15,20,10,25,10
06/21/2016,25,5,30,30,25,,10,10,5,5,,5
06/21/2016,26,5,5,30,10,,5,5,5,5,,5
06/22/2016,7,5,5,30,10,5,5,5,5,10,5,5
06/22/2016,8,5,10,,10,5,10,5,5,,5,5
06/22/2016,9,5,40,60,25,15,10,,15,,5,5
06/22/2016,10,30,80,80,70,40,10,40,35,,35,25
06/22/2016,11,50,65,70,75,70,20,,40,,60,60
06/22/2016,12,40,60,90,90,95,30,,45,30,65,40
06/22/2016,13,40,60,130,45,85,20,20,50,65,85,40
06/22/2016,14,60,80,130,120,55,25,45,40,55,55,70
06/22/2016,15,60,80,70,105,75,35,45,40,40,25,40
06/22/2016,16,30,65,,105,80,25,,45,60,40,60
06/22/2016,17,30,80,90,60,75,25,25,45,50,70,40
06/22/2016,18,30,75,70,80,70,15,25,25,35,,25
06/22/2016,19,30,75,100,60,60,15,30,40,45,45,30
06/22/2016,20,40,55,120,60,55,15,30,30,30,45,20
06/22/2016,21,25,60,120,60,45,15,15,35,25,50,15
06/22/2016,22,20,35,40,60,35,10,15,35,25,15,5
06/22/2016,23,15,50,60,60,30,10,25,30,30,25,30
06/23/2016,7,5,5,30,10,5,5,5,5,10,5,
06/23/2016,8,5,5,60,5,5,5,5,5,5,5,5
06/23/2016,9,5,60,60,10,5,10,15,5,10,10,5
06/23/2016,10,30,85,60,45,50,10,40,30,15,25,10
06/23/2016,11,40,65,90,50,65,20,50,45,30,60,25
06/23/2016,12,40,55,90,60,80,25,30,35,35,30,35
06/23/2016,13,45,50,80,70,75,30,35,40,45,65,30
06/23/2016,14,45,70,90,75,80,15,25,35,40,35,45
06/23/2016,15,40,50,110,70,50,25,30,35,30,35,25
06/23/2016,16,30,75,110,75,90,25,35,30,35,50,25
06/23/2016,17,25,60,70,40,85,25,,30,30,40,30
06/23/2016,18,20,95,90,70,55,15,,35,30,25,20
06/23/2016,19,20,70,80,60,50,10,35,35,30,35,15
06/23/2016,20,25,70,100,70,50,10,30,20,30,25,20
06/23/2016,21,20,40,30,85,45,10,,15,15,35,5
06/23/2016,22,5,40,50,25,15,10,10,15,15,5,5
06/24/2016,7,5,5,30,10,,5,5,,,,
06/24/2016,8,5,5,30,10,,5,5,,,,
06/24/2016,9,5,30,60,10,10,10,25,10,10,5,5
06/24/2016,10,25,55,60,60,35,10,35,25,10,35,30
06/24/2016,11,30,65,60,40,75,10,40,35,25,35,40
06/24/2016,12,50,55,70,70,55,15,35,25,35,80,25
06/24/2016,13,50,50,100,60,80,20,30,45,45,35,35
06/24/2016,14,50,80,120,50,65,20,35,25,40,65,25
06/24/2016,15,20,50,110,60,65,25,25,20,25,35,15
06/24/2016,16,40,60,50,65,60,20,25,30,30,40,25
06/24/2016,17,25,60,80,45,55,15,25,45,25,35,15
06/24/2016,18,50,70,80,60,70,20,15,20,20,30,15
06/24/2016,19,30,75,70,70,35,10,,30,15,30,10
06/24/2016,20,20,50,90,45,50,10,25,25,15,25,5
06/24/2016,21,10,35,80,45,35,10,15,20,10,25,5
06/24/2016,22,10,35,40,25,30,10,10,10,10,10,5
06/24/2016,23,5,15,40,10,10,10,5,10,10,15,5
06/25/2016,8,5,5,30,10,15,5,5,5,5,5,
06/25/2016,9,5,10,30,20,10,10,5,5,5,5,5
06/25/2016,10,20,50,30,20,15,10,25,5,10,40,10
06/25/2016,11,45,50,90,65,55,10,30,35,15,40,10
06/25/2016,12,45,55,100,105,50,20,30,35,25,40,35
06/25/2016,13,35,65,70,65,65,15,30,40,45,45,25
06/25/2016,14,25,70,60,90,75,25,30,30,40,45,30
06/25/2016,15,40,60,140,70,40,20,35,20,30,40,15
06/25/2016,16,45,70,90,70,45,15,25,25,35,25,20
