"R0000100","R0536300","R0536401","R0536402","R1235800","R1482600","S2011600","S2261100","S2987800"
4514,1,1,1983,1,4,17220,3,6
4515,1,1,1980,1,2,-4,3,1
4516,1,9,1981,1,2,-4,3,1
4517,2,8,1983,1,4,7000,3,2
4518,1,11,1981,1,4,-5,-5,-5
4519,1,10,1984,1,4,2500,3,1
4520,1,1,1982,1,2,-4,4,1
4521,2,12,1982,1,2,-4,3,3
4522,1,6,1980,1,4,-4,3,4
4523,2,9,1980,1,2,-4,3,2
4524,2,2,1983,1,2,300,3,2
4525,1,8,1984,1,4,-4,3,2
4526,1,3,1982,1,4,-5,-5,-5
4527,1,10,1983,1,4,-5,-5,-5
4528,1,2,1981,1,4,-4,5,1
4529,2,3,1983,1,4,37100,1,3
4530,1,4,1982,1,4,6250,3,1
4531,2,9,1982,1,4,-4,3,1
4532,2,9,1984,1,4,-4,2,2
4533,1,11,1980,1,4,-4,3,6
4534,2,8,1982,1,4,-4,3,6
4535,1,9,1984,1,4,-5,-5,-5
4536,2,6,1982,1,4,-4,3,2
4537,1,3,1984,1,4,-4,1,5
4539,2,6,1983,1,4,9300,1,6
4540,1,11,1982,1,4,-4,3,2
4541,2,5,1981,1,4,-4,3,1
4542,2,9,1984,1,4,-4,3,1
4543,1,12,1984,1,2,-4,3,1
4544,1,11,1984,1,4,-4,2,2
4545,1,1,1984,1,4,3200,3,1
4546,1,3,1982,1,4,-4,4,2
4547,1,3,1981,1,4,-4,3,1
4548,2,5,1984,1,4,21000,3,2
4549,2,2,1982,1,4,-4,3,2
4550,2,5,1984,1,4,-4,3,5
4551,1,5,1984,1,4,3500,3,2
4552,2,9,1981,1,4,-4,3,4
4553,2,1,1984,1,4,9200,3,6
4554,2,5,1982,1,4,600,1,1
4555,1,2,1981,1,2,-4,1,2
4556,2,3,1982,1,4,19800,3,2
4557,2,8,1984,1,4,7501,3,3
4558,2,11,1982,1,4,-4,3,1
4559,2,11,1981,1,4,-4,3,2
4560,2,9,1983,1,4,-1450,3,2
4561,2,11,1980,1,4,-4,3,3
4562,1,11,1983,1,4,21300,3,1
4563,2,8,1980,1,4,-5,-5,-5
4564,1,12,1981,1,4,-4,3,3
4565,2,9,1984,1,4,-4,3,1
4566,2,9,1984,1,4,-5,-5,-5
4567,1,1,1983,1,4,-5,-5,-5
4568,2,8,1981,1,4,-4,3,6
4569,1,9,1980,1,4,-5,-5,-5
4570,1,9,1983,1,4,3593,3,1
4571,1,5,1983,1,4,2500,2,1
4572,1,10,1980,1,3,-5,-5,-5
4573,1,10,1984,1,4,5600,3,2
4574,1,6,1983,1,4,2600,3,1
4575,2,1,1983,1,4,-12400,1,1
4576,1,10,1983,1,4,2003,3,1
4577,1,10,1984,1,4,14000,3,1
4578,2,7,1981,1,4,-4,3,1
4579,2,5,1981,1,4,-4,3,1
4580,1,11,1983,1,4,7550,3,1
4581,2,1,1982,1,4,-4,4,1
4582,1,7,1984,1,4,8700,3,1
4583,2,11,1982,1,4,-4,4,5
4584,2,10,1982,1,4,-4,3,1
4585,1,2,1982,1,4,-4,3,1
4586,1,7,1982,1,4,7500,2,1
4587,1,11,1981,1,4,-4,2,2
4588,2,11,1980,1,4,-4,3,4
4589,1,7,1984,1,4,-4,3,6
4590,2,3,1983,1,4,3650,3,2
4591,1,9,1981,1,4,-4,3,2
4592,1,2,1984,1,2,2500,3,1
4593,2,12,1983,1,4,1510,2,1
4594,2,3,1984,1,3,-4,3,5
4595,2,11,1984,1,4,-5,-5,-5
4596,1,3,1980,1,4,-5,-5,-5
4597,2,4,1982,1,4,-4,3,7
4598,2,6,1983,1,4,5000,3,6
4599,2,8,1983,1,4,23000,3,6
4600,1,4,1980,1,4,-4,5,1
4601,2,10,1980,1,4,-4,5,2
4602,1,2,1983,1,4,5500,3,2
4603,2,10,1983,1,4,12500,3,2
4604,1,10,1980,1,4,-5,-5,-5
4605,2,1,1983,1,4,-5,-5,-5
4606,1,10,1983,1,4,7700,1,1
4607,2,3,1984,1,4,-4,3,1
4608,2,3,1983,1,4,30900,3,1
4609,1,4,1984,1,4,-4,2,6
4610,2,4,1982,1,4,-5,-5,-5
4611,2,1,1983,1,4,-5,-5,-5
4612,2,9,1984,1,4,2800,3,2
4613,1,11,1980,1,3,-4,3,1
4614,1,3,1981,1,2,-4,3,1
4615,1,1,1982,1,4,-4,3,1
4616,1,12,1980,1,4,-4,1,1
4617,1,1,1981,1,4,-4,3,1
4618,2,8,1983,1,4,-3,3,3
4619,2,9,1982,1,4,-4,3,1
4620,2,8,1983,1,4,-5,-5,-5
4621,2,6,1983,1,1,12000,3,1
4622,1,6,1982,1,4,-4,3,3
4623,1,2,1984,1,4,11650,3,1
4624,1,8,1983,1,4,41700,1,1
4625,1,2,1982,1,1,-4,3,1
4626,2,6,1982,1,4,-4,3,1
4627,1,8,1981,1,4,-4,1,1
4628,2,2,1980,1,4,-4,3,2
4629,1,4,1981,1,4,-4,3,7
4630,2,1,1984,1,4,-4,3,6
4631,1,8,1982,1,3,-4,3,6
4632,1,8,1980,1,4,-5,-5,-5
4633,2,11,1983,1,3,6300,3,1
4634,2,9,1982,1,4,-4,3,6
4635,2,11,1983,1,4,6250,3,6
4636,1,11,1983,1,2,6857,3,7
4637,1,12,1981,1,2,-4,3,5
4638,1,9,1983,1,2,4000,3,4
4639,1,6,1983,1,1,2500,1,1
4640,1,1,1981,1,4,-4,3,1
4641,1,10,1981,1,4,-5,-5,-5
4642,1,1,1984,1,4,8500,3,5
4643,1,2,1980,1,4,-4,5,3
4644,1,6,1984,1,4,-4,3,3
4645,1,2,1983,1,4,12590,3,3
4646,1,10,1983,1,4,3500,3,5
4647,2,9,1982,1,4,-4,3,1
4648,2,7,1984,1,4,-4,3,2
4649,2,4,1981,1,4,-4,3,1
4650,2,3,1980,1,1,-4,1,1
4651,2,5,1983,1,1,5247,1,3
4652,2,8,1980,1,1,-4,2,7
4653,1,1,1983,1,1,7500,3,2
4654,1,9,1982,1,1,-4,3,6
4655,2,7,1981,1,4,-4,2,3
4656,2,2,1980,1,1,-4,3,6
4657,2,7,1982,1,1,-4,3,3
4658,2,1,1980,1,1,-4,3,3
4659,1,11,1981,1,1,-5,-5,-5
4660,1,2,1980,1,1,-4,1,1
4661,1,10,1980,1,4,-4,3,2
4662,2,12,1984,1,4,2650,3,-1
4663,1,10,1980,1,4,-4,3,1
4664,2,10,1984,1,4,2500,3,1
4665,1,7,1980,1,4,-4,1,3
4666,1,4,1982,1,4,-4,3,1
4667,2,12,1984,1,4,-5,-5,-5
4668,1,3,1982,1,2,-4,3,3
4669,1,11,1983,1,4,24000,3,4
4670,2,12,1981,1,2,-4,3,1
4671,2,9,1983,1,2,6700,3,1
4672,2,5,1981,1,4,-5,-5,-5
4673,2,7,1984,1,4,31900,3,5
4674,2,11,1982,1,4,-4,3,1
4675,2,11,1980,1,1,-4,3,3
4676,2,4,1981,1,4,-5,-5,-5
4677,2,12,1982,1,4,-5,-5,-5
4678,2,5,1981,1,2,-4,3,1
4679,1,1,1983,1,2,12500,3,2
4680,1,8,1982,1,4,-4,3,2
4681,1,7,1984,1,4,6400,3,7
4682,1,3,1980,1,3,22500,3,4
4683,2,12,1981,1,3,-5,-5,-5
4684,2,9,1983,1,3,-5,-5,-5
4685,2,6,1980,1,4,-4,3,1
4686,2,4,1982,1,3,-4,5,6
4687,2,12,1984,1,4,12979,3,4
4688,2,9,1980,1,4,-4,5,2
4689,2,5,1983,1,4,2500,3,2
4690,1,4,1980,1,4,-4,2,3
4691,1,3,1983,1,4,5000,3,1
4692,1,1,1980,1,4,-4,1,1
4693,1,6,1981,1,2,-4,3,2
4694,2,6,1984,1,2,-4,3,5
4695,2,2,1980,1,2,-4,3,2
4696,2,2,1981,1,2,-4,3,6
4697,2,3,1984,1,4,-4,3,2
4698,2,8,1981,1,2,-4,3,2
4699,2,8,1981,1,2,-4,3,4
4700,2,10,1982,1,2,-4,3,6
4701,1,10,1984,1,2,27500,3,3
4702,1,4,1984,1,2,3300,3,4
4703,1,8,1982,1,3,-4,3,1
4704,2,7,1983,1,4,-5,-5,-5
4705,1,5,1981,1,2,-5,-5,-5
4706,2,8,1981,1,2,-5,-5,-5
4707,2,9,1984,1,2,-5,-5,-5
4708,2,3,1982,1,4,-4,3,1
4709,1,1,1983,1,4,4500,3,3
4710,1,6,1980,1,4,-4,3,5
4711,2,9,1982,1,4,-4,3,5
4712,1,10,1983,1,4,1700,1,2
4713,1,1,1981,1,4,-5,-5,-5
4714,2,5,1981,1,4,-4,3,2
4715,2,1,1982,1,2,-3,3,1
4716,2,6,1984,1,4,-6000,3,6
4717,1,8,1980,1,2,-5,-5,-5
4718,2,9,1981,1,2,-4,3,4
4719,2,3,1980,1,4,-4,5,1
4720,2,4,1983,1,4,48600,3,1
4721,2,2,1980,1,4,-4,3,1
4722,2,4,1982,1,4,-4,3,1
4723,2,7,1982,1,4,-4,3,1
4724,1,2,1980,1,3,-4,5,2
4725,2,3,1980,1,4,-4,3,2
4726,2,7,1981,1,4,-4,3,5
4727,1,11,1982,1,4,-5,-5,-5
4728,2,4,1982,1,4,-4,3,7
4729,2,11,1981,1,4,-5,-5,-5
4730,2,5,1981,1,4,-4,5,3
4731,1,5,1981,1,4,-4,3,6
4732,2,10,1983,1,4,3000,3,7
4733,2,1,1984,1,2,2500,3,6
4734,1,1,1983,1,2,12000,1,5
4735,1,3,1980,1,2,-4,1,5
4736,1,8,1984,1,4,3275,3,2
4737,1,2,1982,1,4,-4,3,4
4738,2,7,1980,1,4,-4,3,2
4739,2,3,1982,1,2,-4,3,1
4740,1,8,1980,1,2,-4,3,2
4741,2,10,1982,1,2,-4,3,5
4742,2,8,1981,1,2,-4,2,6
4743,1,10,1982,1,1,-4,3,6
4744,1,8,1983,1,4,15850,3,1
4745,1,1,1983,1,2,2500,3,1
4746,1,2,1983,1,4,-5,-5,-5
4747,2,1,1980,1,1,-4,5,6
4748,2,1,1983,1,4,6220,3,1
4749,1,4,1980,1,4,-4,1,1
4750,1,12,1982,1,4,-4,3,1
4751,1,11,1981,1,4,-4,3,4
4752,1,2,1981,1,4,-4,3,1
4753,2,6,1982,1,4,-4,3,2
4754,2,10,1981,1,4,-4,3,4
4755,2,11,1980,1,2,-4,3,1
4756,2,10,1980,1,4,-4,5,3
4757,2,9,1983,1,4,3000,3,3
4758,2,6,1980,1,1,-5,-5,-5
4759,1,5,1981,1,4,-4,3,1
4760,2,12,1984,1,4,-4,2,2
4761,2,11,1983,1,4,2500,1,2
4762,1,10,1984,1,2,17900,3,1
4763,1,4,1983,1,4,2005,3,6
4764,1,1,1981,1,2,-4,3,4
4765,1,6,1981,1,4,20500,3,7
4766,1,11,1980,1,2,-5,-5,-5
4767,2,2,1984,1,2,-5,-5,-5
4768,2,9,1982,1,2,-4,3,2
4769,1,7,1980,1,4,-4,4,2
4770,2,4,1980,1,4,-5,-5,-5
4771,2,11,1983,1,4,2600,3,1
4772,2,1,1984,1,2,-4,3,1
4773,2,12,1980,1,2,-4,3,2
4774,1,3,1983,1,2,400,3,2
4775,2,11,1983,1,2,-4,3,1
4776,1,7,1983,1,2,2300,3,2
4777,2,12,1980,1,2,-5,-5,-5
4778,2,7,1981,1,2,-4,1,2
4779,2,1,1983,1,2,-4,3,2
4780,1,3,1980,1,2,-4,3,7
4781,1,2,1980,1,4,-4,3,2
4782,1,2,1981,1,2,-4,4,5
4783,2,11,1982,1,2,-4,4,4
4784,2,11,1983,1,2,-4,3,3
4785,2,2,1980,1,2,-4,3,7
4786,2,11,1983,1,2,-4,3,7
4787,1,6,1982,1,4,-5,-5,-5
4788,1,9,1980,1,4,-4,5,1
4789,2,4,1982,1,4,-4,3,1
4790,1,7,1983,1,4,2500,3,3
4791,1,8,1980,1,4,-5,-5,-5
4792,2,3,1982,1,4,-4,3,1
4793,1,6,1980,1,4,-4,3,1
4794,1,1,1981,1,4,-5,-5,-5
4795,2,2,1981,1,2,-4,2,6
4796,2,8,1981,1,4,-4,4,6
4797,2,1,1984,1,4,-4,3,1
4798,1,11,1984,1,2,8500,3,7
4799,1,4,1981,1,4,-4,4,1
4800,1,12,1982,1,4,0,3,1
4801,2,4,1983,1,4,-8600,3,1
4802,2,3,1982,1,4,-4,3,2
4803,1,2,1983,1,4,1300,3,5
4804,2,1,1982,1,4,-5,-5,-5
4805,1,4,1983,1,4,18500,3,2
4806,2,3,1982,1,4,-4,3,6
4807,2,11,1982,1,4,-4,3,2
4808,1,9,1980,1,4,-4,3,-1
4809,2,8,1984,1,4,-4,1,1
4810,1,3,1982,1,4,-4,2,2
4811,2,8,1984,1,4,3102,3,1
4812,2,12,1983,1,4,-2024,3,2
4813,1,4,1982,1,4,-4,4,2
4814,1,3,1983,1,4,-12500,3,2
4815,2,10,1983,1,4,-900,3,4
4816,2,3,1980,1,4,-4,3,2
4817,1,3,1981,1,4,-4,2,1
4818,1,1,1984,1,4,-4,3,1
4819,1,1,1982,1,4,-4,2,2
4820,1,3,1982,1,4,-4,3,1
4821,2,11,1983,1,4,-750,3,2
4822,2,11,1983,1,4,-2800,3,1
4823,2,3,1982,1,4,-5,-5,-5
4824,1,3,1981,1,4,-5,-5,-5
4825,2,12,1981,1,4,-4,3,2
4826,1,4,1980,1,4,-4,5,2
4827,1,7,1981,1,4,-4,5,2
4828,2,4,1981,1,4,-4,5,1
4829,2,7,1981,1,4,-4,3,1
4830,1,10,1983,1,4,7500,3,1
4831,1,12,1981,1,4,-4,1,4
4832,1,2,1983,1,4,300,3,6
4833,1,3,1980,1,4,-4,5,1
4834,2,2,1980,1,4,-4,1,1
4835,1,5,1983,1,4,2500,3,1
4836,1,9,1981,1,4,-4,3,1
4837,2,3,1980,1,4,-4,3,1
4838,2,6,1982,1,4,-4,3,4
4839,1,3,1984,1,4,-4,3,3
4840,1,9,1983,1,4,0,3,2
4841,2,5,1982,1,4,-4,4,1
4842,2,3,1984,1,4,-4,3,1
4843,2,6,1981,1,4,-4,3,5
4844,1,2,1983,1,4,10500,3,2
4845,1,3,1981,1,4,-4,2,1
4846,2,2,1983,1,4,6700,1,2
4847,1,8,1980,1,4,-4,2,2
4848,1,1,1984,1,4,12000,3,1
4849,1,11,1982,1,4,-5,-5,-5
4850,2,5,1980,1,4,-4,3,2
4851,1,9,1984,1,4,3500,3,2
4852,2,10,1980,1,4,-4,5,1
4853,1,5,1984,1,4,-4,3,3
4854,2,12,1982,1,4,-5,-5,-5
4855,2,8,1983,1,4,-5280,3,2
4856,2,12,1981,1,2,-4,3,2
4857,2,9,1984,1,2,-4,1,6
4858,2,11,1984,1,4,2525,3,1
4859,2,1,1981,1,4,-4,3,2
4860,2,4,1980,1,4,-4,3,3
4861,1,6,1980,1,4,-4,2,3
4862,2,4,1981,1,4,-4,3,1
4863,1,11,1981,1,4,-4,3,3
4864,1,7,1984,1,4,-4,2,2
4865,2,3,1982,1,4,-4,3,1
4866,1,2,1982,1,4,-4,3,2
4867,2,3,1982,1,4,-4,1,1
4868,2,10,1981,1,4,-4,3,1
4869,1,2,1983,1,4,2500,3,2
4870,1,8,1980,1,4,-4,5,2
4871,2,9,1981,1,4,-4,3,1
4872,1,12,1982,1,4,-4,3,1
4873,2,9,1982,1,4,-4,4,7
4874,1,6,1984,1,4,5450,3,6
4875,2,12,1982,1,4,38750,3,1
4876,2,8,1982,1,4,-4,3,6
4877,2,6,1984,1,4,-4,3,2
4878,2,1,1982,1,4,-4,3,6
4879,2,12,1984,1,4,26000,3,1
4880,2,2,1983,1,4,7400,1,2
4881,2,5,1983,1,4,3865,3,1
4882,2,8,1981,1,4,-5,-5,-5
4883,1,10,1982,1,4,-5,-5,-5
4884,1,1,1980,1,4,-4,2,3
4885,2,1,1983,1,4,0,3,6
4886,1,7,1984,1,4,-3,3,1
4887,1,4,1983,1,4,600,4,2
4889,1,8,1982,1,4,-4,3,1
4890,1,9,1983,1,4,11500,3,5
4891,1,8,1982,1,4,-4,3,1
4892,1,8,1982,1,4,3000,1,3
4893,2,3,1980,1,4,-5,-5,-5
4894,1,5,1980,1,4,-4,3,1
4895,2,12,1982,1,4,-5,-5,-5
4896,1,11,1982,1,4,-5,-5,-5
4897,1,5,1984,1,4,-4,3,2
4898,2,5,1982,1,4,-5,-5,-5
4899,2,11,1982,1,4,-4,3,6
4900,1,9,1980,1,4,-4,5,1
4901,2,7,1980,1,4,-4,3,1
4902,1,4,1983,1,4,3500,3,1
4903,2,3,1983,1,1,1500,3,1
4904,2,8,1981,1,4,-4,3,1
4905,2,4,1983,1,4,8600,3,1
4906,1,5,1983,1,4,8250,3,6
4907,1,5,1984,1,4,-4,3,7
4908,1,11,1980,1,4,-4,3,1
4909,1,8,1982,1,4,-4,3,1
4910,1,4,1984,1,4,-4,1,5
4911,1,2,1982,1,4,-4,4,1
4912,1,1,1984,1,4,-4,3,2
4913,1,2,1984,1,4,-1250,3,1
4914,1,10,1983,1,4,4500,2,2
4915,2,7,1980,1,4,-4,4,2
4916,1,10,1983,1,4,-2300,4,2
4917,2,10,1981,1,4,-4,3,2
4918,1,6,1981,1,4,-4,4,6
4919,1,2,1984,1,4,-3,3,6
4920,1,12,1984,1,4,2500,3,1
4921,1,9,1981,1,4,-4,3,5
4922,1,11,1983,1,4,-5,-5,-5
4923,2,12,1983,1,4,-3,3,7
4924,2,2,1981,1,4,-5,-5,-5
4925,2,2,1983,1,4,-5,-5,-5
4926,2,11,1980,1,4,-4,5,2
4927,1,3,1983,1,4,-4,3,2
4928,1,7,1980,1,4,-5,-5,-5
4929,1,1,1982,1,4,3500,3,1
4930,1,8,1984,1,4,-4,1,1
4931,1,6,1982,1,4,-4,3,6
4932,1,4,1982,1,4,-4,3,1
4933,2,12,1981,1,4,-4,3,1
4934,1,3,1984,1,4,-4,1,1
4935,2,12,1984,1,4,9300,3,6
4936,1,11,1982,1,1,-4,1,2
4937,1,3,1983,1,1,-4,3,2
4938,2,9,1983,1,4,45000,3,6
4939,1,9,1981,1,4,-5,-5,-5
4940,1,12,1982,1,4,-5,-5,-5
4941,2,10,1984,1,4,-4,3,2
4942,1,1,1981,1,4,-4,3,1
4943,1,11,1982,1,4,-4,3,5
4944,2,7,1983,1,4,1500,3,2
4945,1,12,1980,1,4,-4,3,4
4946,1,1,1983,1,4,-5,-5,-5
4947,1,3,1983,1,4,-5,-5,-5
4948,1,8,1981,1,4,-4,2,1
4949,2,12,1983,1,4,550,1,6
4950,1,9,1980,1,4,-4,1,1
4951,1,3,1983,1,4,11500,1,7
4952,2,6,1984,1,4,-4,3,3
4953,1,2,1980,1,4,-4,3,6
4954,1,6,1982,1,4,-4,3,1
4955,2,6,1981,1,4,-4,3,2
4956,2,10,1984,1,4,-5,-5,-5
4957,1,5,1983,1,4,12807,1,1
4958,2,3,1984,1,4,-4,2,1
4959,2,12,1984,1,4,-4,2,1
4960,2,3,1980,1,4,-4,3,1
4961,2,12,1980,1,4,-4,3,2
4962,2,8,1984,1,4,-4,3,2
4963,2,5,1980,1,4,-4,3,1
4964,2,12,1983,1,4,-5,-5,-5
4965,1,5,1982,1,4,-4,3,1
4966,2,1,1984,1,4,-4,3,2
4967,2,7,1983,1,4,11500,3,6
4968,2,7,1983,1,4,2600,3,5
4969,2,1,1983,1,4,-12200,3,1
4970,1,2,1980,1,4,-4,4,4
4971,1,11,1983,1,4,2680,3,1
4972,1,2,1980,1,4,-4,3,2
4973,2,1,1980,1,4,-4,3,6
4974,2,6,1981,1,4,-4,1,3
4975,1,12,1983,1,4,6500,3,2
4976,2,6,1981,1,4,-4,3,1
4977,1,9,1984,1,4,2501,3,1
4978,2,5,1982,1,4,-5,-5,-5
4979,2,12,1984,1,4,-4,1,2
4980,1,2,1984,1,4,-5,-5,-5
4981,1,5,1984,1,4,-5,-5,-5
4982,2,9,1981,1,4,-4,3,3
4983,1,6,1983,1,4,3700,3,5
4984,1,1,1981,1,4,-5,-5,-5
4985,2,1,1980,1,4,-4,1,1
4986,1,8,1981,1,4,-4,2,1
4987,1,4,1983,1,4,-3200,3,1
4988,2,6,1980,1,4,-4,3,1
4989,1,1,1982,1,4,-4,1,1
4990,2,1,1982,1,4,-4,3,1
4991,2,7,1984,1,4,-4,3,3
4992,1,5,1981,1,4,-5,-5,-5
4993,2,11,1982,1,4,-4,3,1
4994,2,7,1984,1,4,-4,3,1
4995,2,5,1981,1,4,-5,-5,-5
4996,2,7,1983,1,4,-5,-5,-5
4997,1,7,1983,1,4,15500,3,1
4998,2,5,1982,1,2,-4,3,3
4999,2,9,1983,1,2,10500,3,1
5000,1,2,1982,1,4,-4,3,1
5001,2,1,1983,1,4,2500,1,2
5002,1,2,1983,1,4,-4,2,1
5003,2,9,1984,1,4,-4,1,1
5004,1,2,1983,1,4,-4,2,1
5005,2,6,1984,1,4,-4,1,1
5006,1,10,1983,1,4,10500,3,1
5007,2,10,1984,1,4,2750,3,2
5008,2,11,1983,1,4,-4,3,2
5009,2,2,1980,1,4,-5,-5,-5
5010,1,3,1980,1,4,-4,3,1
5011,2,1,1981,1,4,-4,3,1
5012,1,12,1980,1,4,-4,3,1
5013,1,9,1982,1,4,-4,2,1
5014,1,6,1981,1,4,-4,3,1
5015,2,10,1983,1,4,7880,2,1
5016,2,5,1981,1,4,-4,3,6
5017,2,12,1981,1,4,-4,3,2
5018,2,10,1984,1,4,3500,3,2
5019,1,9,1981,1,4,-4,3,1
5020,1,9,1981,1,2,-4,3,1
5021,2,1,1983,1,4,2800,3,1
5022,2,10,1983,1,4,730,3,1
5023,1,11,1982,1,4,-4,2,1
5024,2,6,1982,1,4,-4,3,2
5025,2,11,1983,1,4,7500,3,1
5026,1,12,1983,1,2,-4,3,2
5027,2,12,1980,1,4,-5,-5,-5
5028,1,9,1981,1,4,-4,3,1
5029,1,3,1983,1,4,12500,3,1
5030,1,3,1983,1,4,11000,3,2
5031,1,7,1981,1,4,-5,-5,-5
5032,2,9,1980,1,4,-4,3,1
5033,1,3,1982,1,4,-4,4,7
5034,1,2,1982,1,4,-5,-5,-5
5035,2,11,1980,1,4,-4,3,1
5036,1,10,1980,1,4,-5,-5,-5
5037,1,12,1981,1,4,-4,3,1
5038,1,3,1981,1,4,-4,1,1
5039,2,11,1982,1,4,-4,1,4
5040,2,8,1982,1,4,-4,3,6
5041,1,7,1984,1,4,2540,3,1
5042,1,6,1980,1,4,-5,-5,-5
5043,2,7,1984,1,2,2500,3,4
5044,1,1,1981,1,4,-4,3,1
5045,1,2,1981,1,4,-4,3,1
5046,2,8,1980,1,4,-5,-5,-5
5047,1,10,1981,1,4,-4,2,5
5048,2,9,1982,1,4,-4,2,-1
5049,2,6,1983,1,2,2500,3,1
5050,1,7,1984,1,2,-4,2,1
5051,2,7,1981,1,4,-4,3,6
5052,1,4,1983,1,4,5500,3,1
5053,1,10,1981,1,4,-4,3,3
5054,2,9,1980,1,4,-4,5,3
5055,1,4,1983,1,4,2500,3,3
5056,1,1,1980,1,4,-5,-5,-5
5057,2,10,1982,1,1,-4,3,4
5058,1,9,1980,1,4,-4,3,2
5059,1,5,1982,1,4,-4,1,2
5060,2,11,1981,1,4,-4,3,1
5061,1,10,1980,1,4,-5,-5,-5
5062,1,12,1984,1,1,7500,3,2
5063,1,2,1983,1,4,-1000,2,2
5064,1,8,1983,1,4,2500,3,2
5065,1,9,1980,1,4,-4,1,1
5066,1,5,1983,1,4,2000,1,1
5067,1,6,1984,1,4,7500,3,1
5068,2,10,1982,1,1,-4,3,4
5069,2,9,1984,1,1,10500,1,5
5070,1,11,1984,1,2,-4,1,1
5071,1,9,1982,1,4,-4,3,-1
5072,2,11,1981,1,2,-4,1,2
5073,2,2,1982,1,4,-4,4,6
5074,1,11,1982,1,4,-5,-5,-5
5075,2,9,1983,1,4,4000,3,3
5076,1,10,1980,1,4,-5,-5,-5
5077,1,4,1983,1,4,3100,3,7
5078,2,11,1982,1,4,-5,-5,-5
5079,2,7,1980,1,4,-5,-5,-5
5080,1,12,1980,1,4,-4,2,1
5081,1,6,1983,1,4,6350,3,1
5082,2,1,1980,1,4,-5,-5,-5
5083,2,11,1981,1,4,-5,-5,-5
5084,1,6,1982,1,4,-4,3,7
5085,2,2,1984,1,4,-5,-5,-5
5086,2,4,1982,1,4,-4,3,2
5087,2,4,1981,1,4,-5,-5,-5
5088,1,7,1981,1,4,-4,3,1
5089,2,5,1984,1,4,-14200,3,5
5090,1,4,1982,1,4,-5,-5,-5
5091,2,11,1984,1,4,3000,3,5
5092,2,10,1980,1,4,-4,3,1
5093,1,12,1983,1,4,7302,1,3
5094,1,1,1980,1,4,-5,-5,-5
5095,2,3,1984,1,4,18000,3,4
5096,2,11,1983,1,4,-4,3,3
5097,2,10,1983,1,4,4300,3,5
5098,2,1,1983,1,4,-4,3,6
5099,2,1,1981,1,4,-4,3,7
5100,1,10,1982,1,4,-4,5,2
5101,2,5,1981,1,4,-5,-5,-5
5102,1,5,1980,1,2,-4,3,2
5103,1,10,1980,1,4,-4,3,6
5104,2,1,1984,1,4,-4,1,2
5105,1,7,1982,1,4,715,3,2
5106,1,3,1981,1,4,-4,3,2
5107,1,2,1984,1,4,-5,-5,-5
5108,1,2,1982,1,4,-4,3,3
5109,1,1,1980,1,4,-4,3,5
5110,1,8,1984,1,4,45500,3,5
5111,2,11,1980,1,4,-5,-5,-5
5112,1,3,1984,1,4,-5,-5,-5
5113,2,8,1984,1,4,-4,3,1
5114,2,5,1981,1,4,2800,3,4
5115,2,10,1981,1,4,-4,3,1
5116,1,2,1981,1,4,-4,3,2
5117,1,3,1982,1,4,-4,1,5
5118,2,5,1982,1,4,-4,3,1
5119,1,4,1984,1,4,-5,-5,-5
5120,1,4,1981,1,2,-4,2,2
5121,1,10,1983,1,4,-5,-5,-5
5122,1,9,1983,1,4,-3,1,1
5123,2,9,1981,1,4,22000,3,3
5124,1,9,1981,1,4,-4,3,5
5125,2,12,1983,1,4,-4,3,2
5126,2,4,1984,1,1,-4,2,1
5127,1,10,1980,1,1,-4,3,2
5128,2,8,1983,1,4,7000,3,3
5129,2,7,1984,1,4,-4,3,2
5130,2,8,1981,1,4,-5,-5,-5
5131,2,5,1983,1,4,13000,4,2
5132,1,3,1980,1,4,-4,5,6
5133,1,6,1982,1,4,-4,3,7
5134,1,8,1984,1,4,-4,1,1
5135,1,9,1982,1,4,-4,3,2
5136,1,4,1983,1,1,2750,3,6
5137,2,12,1980,1,4,-4,3,2
5138,2,2,1982,1,4,-4,3,2
5139,1,1,1981,1,2,-5,-5,-5
5140,2,9,1984,1,2,-4,3,2
5141,2,11,1983,1,4,-4,3,1
5142,1,7,1982,1,4,-4,3,2
5143,2,11,1984,1,4,-4,3,4
5144,1,5,1982,1,4,-4,3,1
5145,1,7,1982,1,4,-4,3,1
5146,2,6,1980,1,4,-4,6,2
5147,1,10,1983,1,4,5500,3,2
5148,1,8,1981,1,4,-4,3,5
5149,2,6,1981,1,4,-4,1,2
5150,1,10,1983,1,4,8500,3,4
5151,2,12,1984,1,4,8000,3,6
5152,2,11,1981,1,1,-5,-5,-5
5153,1,11,1982,1,1,-4,3,1
5154,2,9,1981,1,4,-4,3,5
5155,1,2,1983,1,4,5200,3,5
5156,1,9,1984,1,4,6500,3,7
5157,1,10,1981,1,4,-4,1,1
5158,2,3,1982,1,4,-4,3,6
5159,1,6,1981,1,4,-4,3,3
5160,2,9,1983,1,1,-5,-5,-5
5161,1,2,1982,1,2,-4,3,1
5162,1,3,1982,1,4,-4,3,6
5163,2,10,1983,1,4,11000,3,4
5164,1,1,1982,1,4,-5,-5,-5
5165,1,4,1982,1,4,-4,3,2
5166,1,3,1980,1,4,-4,3,1
5167,2,11,1983,1,4,1905,1,3
5170,1,4,1981,1,3,-4,3,1
5171,2,1,1983,1,4,-4,3,6
